angular_script, 0,0,0,1,1,1,3,8,17,16,23,97,45
angular_total, 6,8,5,7,5,4,17,22,39,34,57,153,151
react_script, 1,1,1,1,2,3,3,3,4,10,4,4,4
react_total, 6,9,6,5,11,9,8,15,24,26,35,49,108
vue_script, 1,1,1,0,0,0,0,0,4,1,1,6,3
vue_total, 6,4,5,5,6,5,6,14,16,17,28,61,88
